source,target,relation,weight
T00183,C0046,appartient_à,1
T02373,TAG007,tagué,1
U0077,C0011,gère,7
U0087,T01036,assigné_à,1
U0036,T00914,a_créé,1
T01315,TAG008,tagué,1
U0012,T00164,assigné_à,1
T02763,C0035,appartient_à,1
T00208,C0056,appartient_à,1
U0059,T01820,a_créé,1
U0041,T02394,assigné_à,1
T03364,C0026,appartient_à,1
T00619,TAG020,tagué,1
U0059,M00548,a_envoyé,1
U0040,M00991,a_envoyé,1
M00739,T01417,lié_à,1
U0021,M00772,a_envoyé,1
T02275,TAG013,tagué,1
T02593,TAG024,tagué,1
M00231,T03278,lié_à,1
U0041,T02987,a_créé,1
U0092,T00685,assigné_à,1
T00975,TAG005,tagué,1
U0043,T01594,assigné_à,1
U0005,T00406,a_créé,1
U0027,T00207,a_créé,1
U0005,T02015,assigné_à,1
T02177,C0016,appartient_à,1
T00193,TAG023,tagué,1
T00705,TAG001,tagué,1
M00264,T01110,lié_à,1
T02787,TAG010,tagué,1
T01021,TAG010,tagué,1
T01873,C0050,appartient_à,1
T03167,TAG025,tagué,1
T00741,C0030,appartient_à,1
T02713,TAG022,tagué,1
T00197,TAG020,tagué,1
T03033,TAG023,tagué,1
U0066,T03397,a_créé,1
T00353,TAG012,tagué,1
U0098,T01496,a_créé,1
M01146,T03069,lié_à,1
U0039,M00419,a_envoyé,1
T02383,C0016,appartient_à,1
T01428,TAG016,tagué,1
U0059,T00170,assigné_à,1
T00366,C0031,appartient_à,1
T03359,TAG016,tagué,1
T01586,TAG023,tagué,1
T00709,C0049,appartient_à,1
M00874,T00411,lié_à,1
T01611,C0019,appartient_à,1
T02101,C0002,appartient_à,1
U0038,T00405,assigné_à,1
T00593,TAG022,tagué,1
M00028,T02160,lié_à,1
T02063,TAG022,tagué,1
U0009,M00835,a_envoyé,1
M00235,T02194,lié_à,1
T02137,TAG018,tagué,1
T01929,C0058,appartient_à,1
M00505,T01655,lié_à,1
U0040,M00364,a_envoyé,1
T01411,C0045,appartient_à,1
U0006,T01310,a_créé,1
T03130,TAG025,tagué,1
T03072,TAG019,tagué,1
U0097,T02397,assigné_à,1
U0019,T02036,assigné_à,1
U0099,T02671,assigné_à,1
U0063,T00710,a_créé,1
T02332,TAG010,tagué,1
M00731,T01535,lié_à,1
T00374,TAG017,tagué,1
T03098,TAG008,tagué,1
U0007,M00690,a_envoyé,1
U0051,T00580,a_créé,1
U0054,T02122,assigné_à,1
T02265,TAG013,tagué,1
T01736,C0025,appartient_à,1
U0090,T03073,assigné_à,1
T03397,TAG009,tagué,1
U0040,T02268,assigné_à,1
T01775,TAG024,tagué,1
T02222,C0018,appartient_à,1
U0069,T02386,a_créé,1
T03355,TAG008,tagué,1
U0085,T00633,a_créé,1
U0020,T01463,a_créé,1
T00221,C0035,appartient_à,1
U0007,T01909,assigné_à,1
M01000,T01916,lié_à,1
T01810,TAG003,tagué,1
U0043,T00935,a_créé,1
U0055,T03265,assigné_à,1
T03348,TAG001,tagué,1
T02753,C0053,appartient_à,1
T02063,TAG010,tagué,1
U0064,M00406,a_envoyé,1
T02613,TAG001,tagué,1
T01155,TAG024,tagué,1
U0077,T03312,a_créé,1
U0080,T00172,assigné_à,1
T02406,TAG015,tagué,1
T03422,C0001,appartient_à,1
U0066,T01920,assigné_à,1
M00362,T02941,lié_à,1
T00137,TAG002,tagué,1
U0086,T00257,a_créé,1
T02562,TAG007,tagué,1
T00140,TAG023,tagué,1
U0028,T01680,assigné_à,1
U0091,M00951,a_envoyé,1
U0067,T02410,a_créé,1
U0017,M01089,a_envoyé,1
U0048,T03452,assigné_à,1
T02188,TAG012,tagué,1
U0071,T02200,a_créé,1
T00388,TAG003,tagué,1
T03129,TAG021,tagué,1
U0032,T01153,assigné_à,1
T01146,TAG021,tagué,1
T01901,TAG014,tagué,1
T00700,TAG023,tagué,1
U0061,C0008,gère,7
U0047,T02633,a_créé,1
T01344,TAG022,tagué,1
U0016,T00087,a_créé,1
T01971,TAG025,tagué,1
U0020,T00207,assigné_à,1
U0063,M00408,a_envoyé,1
T01486,TAG010,tagué,1
T00531,TAG004,tagué,1
T03481,TAG013,tagué,1
T02141,TAG019,tagué,1
T00509,C0048,appartient_à,1
U0028,T01626,a_créé,1
M01149,T02369,lié_à,1
T02919,TAG006,tagué,1
U0044,T01693,assigné_à,1
M00146,T00242,lié_à,1
U0074,M01136,a_envoyé,1
T02985,TAG017,tagué,1
T02699,TAG004,tagué,1
T02242,TAG009,tagué,1
U0091,T00414,a_créé,1
T02651,C0026,appartient_à,1
T02967,TAG023,tagué,1
T00380,C0050,appartient_à,1
U0016,T02555,a_créé,1
U0069,T00286,a_créé,1
U0094,T02235,assigné_à,1
U0100,M01095,a_envoyé,1
U0014,T03121,a_créé,1
T03291,TAG008,tagué,1
U0082,M01158,a_envoyé,1
U0023,T01897,assigné_à,1
T02935,C0033,appartient_à,1
T00341,C0042,appartient_à,1
T00842,TAG022,tagué,1
T03175,TAG008,tagué,1
U0052,T02029,a_créé,1
U0050,C0011,gère,4
T02775,TAG023,tagué,1
U0025,T02548,a_créé,1
U0075,T02350,assigné_à,1
U0012,T03002,a_créé,1
U0061,C0059,gère,6
T03289,TAG011,tagué,1
T02601,C0036,appartient_à,1
T02999,C0035,appartient_à,1
U0077,T03412,assigné_à,1
U0089,T02284,a_créé,1
U0035,T01770,assigné_à,1
U0093,C0049,gère,4
U0056,T02051,a_créé,1
T00997,C0013,appartient_à,1
U0012,T03270,a_créé,1
T01008,C0038,appartient_à,1
T01365,C0056,appartient_à,1
T02906,TAG024,tagué,1
U0013,M00222,a_envoyé,1
U0026,M00184,a_envoyé,1
U0070,M00430,a_envoyé,1
T01948,TAG003,tagué,1
T00253,TAG015,tagué,1
U0033,M00712,a_envoyé,1
T01207,TAG025,tagué,1
T02878,C0002,appartient_à,1
T03412,C0052,appartient_à,1
T02786,TAG007,tagué,1
T01517,TAG017,tagué,1
M00084,T03000,lié_à,1
T00719,TAG019,tagué,1
T01733,TAG011,tagué,1
U0044,T02983,a_créé,1
T01019,TAG003,tagué,1
U0043,T03300,assigné_à,1
U0065,T03472,assigné_à,1
U0087,T02492,assigné_à,1
U0088,T01411,a_créé,1
T02114,TAG022,tagué,1
T01316,C0045,appartient_à,1
M00365,T01054,lié_à,1
U0042,T00497,assigné_à,1
T00712,TAG002,tagué,1
T02652,TAG005,tagué,1
U0021,M00999,a_envoyé,1
T00727,C0002,appartient_à,1
U0086,T00406,assigné_à,1
T01131,TAG018,tagué,1
U0012,T02070,assigné_à,1
T00208,TAG003,tagué,1
T02615,C0032,appartient_à,1
T01656,TAG005,tagué,1
T00483,C0031,appartient_à,1
T02075,C0043,appartient_à,1
T01382,TAG005,tagué,1
U0067,T03257,a_créé,1
T01363,TAG024,tagué,1
T00189,TAG004,tagué,1
U0037,T02401,a_créé,1
T01796,C0032,appartient_à,1
T02056,TAG007,tagué,1
M00576,T01946,lié_à,1
T00267,TAG012,tagué,1
T00651,C0038,appartient_à,1
U0057,M00595,a_envoyé,1
T01388,TAG011,tagué,1
U0091,T01841,assigné_à,1
U0087,T01516,assigné_à,1
U0047,T01175,a_créé,1
T02903,C0031,appartient_à,1
U0095,T01380,a_créé,1
T00908,TAG002,tagué,1
T02868,TAG022,tagué,1
U0006,T00371,a_créé,1
M00627,T01739,lié_à,1
U0026,T02548,assigné_à,1
T01843,TAG007,tagué,1
U0041,T00383,a_créé,1
U0064,T00421,assigné_à,1
U0010,T01561,assigné_à,1
M01111,T01426,lié_à,1
U0074,T01460,a_créé,1
M00637,T00295,lié_à,1
T01292,TAG012,tagué,1
T00005,TAG016,tagué,1
M00393,T02084,lié_à,1
T02648,TAG015,tagué,1
T00404,TAG014,tagué,1
T00026,C0055,appartient_à,1
T00790,TAG023,tagué,1
M00233,T00506,lié_à,1
U0057,T00631,assigné_à,1
T03136,TAG007,tagué,1
T02856,C0014,appartient_à,1
T01534,TAG020,tagué,1
T00457,TAG007,tagué,1
T01534,C0056,appartient_à,1
T03101,TAG024,tagué,1
T01735,TAG008,tagué,1
T02014,TAG014,tagué,1
T02824,C0013,appartient_à,1
U0098,T02602,assigné_à,1
U0051,T00792,a_créé,1
T00058,TAG020,tagué,1
U0034,T02007,a_créé,1
U0055,T01178,a_créé,1
T03302,TAG023,tagué,1
M01126,T03239,lié_à,1
U0099,M00370,a_envoyé,1
T01586,TAG013,tagué,1
U0006,T03309,a_créé,1
T02257,TAG003,tagué,1
U0098,M00124,a_envoyé,1
M00542,T00859,lié_à,1
T01536,C0001,appartient_à,1
T02572,TAG004,tagué,1
M00169,T01310,lié_à,1
U0003,T03403,assigné_à,1
T01327,TAG013,tagué,1
U0029,T00848,a_créé,1
T02109,TAG017,tagué,1
U0095,M01150,a_envoyé,1
T02317,TAG005,tagué,1
U0086,T02049,a_créé,1
U0095,T02510,assigné_à,1
T01652,TAG007,tagué,1
T00116,TAG015,tagué,1
T03406,TAG015,tagué,1
T03444,C0012,appartient_à,1
U0054,T01601,assigné_à,1
T03474,TAG007,tagué,1
T02157,TAG005,tagué,1
U0089,T02751,a_créé,1
U0022,T00930,a_créé,1
T03488,C0026,appartient_à,1
T02499,TAG003,tagué,1
M00975,T01982,lié_à,1
U0080,T01074,assigné_à,1
T01596,TAG001,tagué,1
T01046,TAG004,tagué,1
T00011,TAG016,tagué,1
T03379,TAG018,tagué,1
U0088,T03270,assigné_à,1
T03466,C0052,appartient_à,1
U0056,T01599,a_créé,1
T03455,TAG002,tagué,1
U0098,T02806,a_créé,1
T01194,C0023,appartient_à,1
M00745,T01414,lié_à,1
U0079,T01318,a_créé,1
M00338,T00180,lié_à,1
T01040,TAG021,tagué,1
T00678,TAG019,tagué,1
T00639,TAG017,tagué,1
U0019,T03064,a_créé,1
U0066,T01395,a_créé,1
T02140,TAG001,tagué,1
T01529,TAG021,tagué,1
T02631,TAG025,tagué,1
U0078,T01199,assigné_à,1
U0025,T00386,a_créé,1
U0040,T02006,assigné_à,1
M00378,T00145,lié_à,1
T00918,TAG001,tagué,1
U0009,T02283,a_créé,1
U0049,C0019,gère,6
T03335,TAG022,tagué,1
M00248,T02614,lié_à,1
T03005,C0026,appartient_à,1
T02893,TAG010,tagué,1
T02874,TAG022,tagué,1
T00249,C0012,appartient_à,1
U0052,T00344,a_créé,1
U0099,M01179,a_envoyé,1
T02278,C0010,appartient_à,1
U0053,T02397,a_créé,1
U0004,T01864,assigné_à,1
T01874,TAG005,tagué,1
T02816,TAG012,tagué,1
U0024,M00992,a_envoyé,1
U0001,T01960,assigné_à,1
U0094,M00579,a_envoyé,1
U0089,T02439,assigné_à,1
U0008,T02581,assigné_à,1
T01320,TAG021,tagué,1
M00977,T00709,lié_à,1
U0068,T01603,assigné_à,1
T01547,TAG017,tagué,1
T01345,TAG025,tagué,1
T00573,TAG011,tagué,1
M00154,T00361,lié_à,1
T00030,TAG004,tagué,1
T00048,TAG011,tagué,1
T00227,TAG007,tagué,1
T02289,C0003,appartient_à,1
T01360,TAG013,tagué,1
U0070,T02628,a_créé,1
U0059,T02400,assigné_à,1
U0072,T02910,a_créé,1
M00578,T00601,lié_à,1
U0034,T02366,a_créé,1
U0069,M00498,a_envoyé,1
T00665,TAG025,tagué,1
T00930,TAG014,tagué,1
M00048,T01244,lié_à,1
T01678,TAG009,tagué,1
T02919,C0035,appartient_à,1
U0053,T02001,assigné_à,1
M00160,T03033,lié_à,1
T00819,TAG002,tagué,1
U0016,T02117,a_créé,1
U0069,T02213,assigné_à,1
T02659,TAG018,tagué,1
U0061,T03244,assigné_à,1
T00009,TAG006,tagué,1
U0057,M00722,a_envoyé,1
T00056,TAG001,tagué,1
U0085,T01503,a_créé,1
T01576,TAG014,tagué,1
U0024,T01437,a_créé,1
T02981,C0021,appartient_à,1
T01642,C0055,appartient_à,1
U0065,T01410,a_créé,1
T00148,TAG004,tagué,1
U0022,T02779,assigné_à,1
T00970,TAG019,tagué,1
U0069,T02148,a_créé,1
U0007,T00851,a_créé,1
U0024,T01605,a_créé,1
T00473,C0043,appartient_à,1
T01610,TAG012,tagué,1
T02876,C0032,appartient_à,1
U0039,M00725,a_envoyé,1
T03167,C0009,appartient_à,1
U0069,T01865,assigné_à,1
U0047,T03058,a_créé,1
U0008,T00557,assigné_à,1
U0078,T00453,a_créé,1
T02689,TAG016,tagué,1
T01373,TAG025,tagué,1
U0071,T00500,a_créé,1
U0098,M00724,a_envoyé,1
T01966,TAG024,tagué,1
U0031,T00245,a_créé,1
U0025,T01152,assigné_à,1
T03055,C0013,appartient_à,1
M00656,T02318,lié_à,1
T00548,TAG007,tagué,1
T01149,TAG001,tagué,1
U0063,T02272,a_créé,1
U0084,T01219,assigné_à,1
T00931,TAG014,tagué,1
U0073,T00991,a_créé,1
T00668,TAG015,tagué,1
U0048,T01068,assigné_à,1
T01977,TAG021,tagué,1
T01510,TAG024,tagué,1
U0027,T02603,a_créé,1
U0024,M01128,a_envoyé,1
T00760,C0012,appartient_à,1
T02482,TAG014,tagué,1
U0041,C0050,gère,1
U0099,T01986,a_créé,1
T00925,TAG013,tagué,1
M00298,T02708,lié_à,1
T00077,TAG012,tagué,1
M00840,T03405,lié_à,1
T01388,TAG013,tagué,1
T02715,C0048,appartient_à,1
T00090,C0018,appartient_à,1
U0040,T03422,a_créé,1
T01940,TAG022,tagué,1
U0033,T02362,a_créé,1
T01439,TAG007,tagué,1
T00918,TAG004,tagué,1
U0100,T02424,a_créé,1
T01528,TAG018,tagué,1
T00306,TAG010,tagué,1
T01967,TAG009,tagué,1
M01184,T02206,lié_à,1
U0067,T02723,assigné_à,1
T02024,TAG011,tagué,1
T02074,TAG009,tagué,1
T00470,TAG006,tagué,1
T00793,C0045,appartient_à,1
T00912,C0007,appartient_à,1
U0061,T00980,a_créé,1
U0098,T00957,a_créé,1
T00257,C0020,appartient_à,1
M00549,T02193,lié_à,1
T01280,TAG021,tagué,1
U0065,T02536,a_créé,1
U0049,T02348,a_créé,1
U0063,T00428,a_créé,1
T02730,C0012,appartient_à,1
T02405,TAG010,tagué,1
T02480,C0003,appartient_à,1
U0018,T02386,assigné_à,1
T00734,TAG008,tagué,1
T00118,C0024,appartient_à,1
