id,label,type,attribute1,attribute2,attribute3
T00097,Ticket #97 - Feature Request,ticket,resolved,2026-01-18,critical
T00708,Ticket #708 - Feature Request,ticket,open,2025-07-17,low
T03355,Ticket #3355 - Onboarding,ticket,open,2025-07-12,medium
M00023,Message #23,message,inbound,2025-07-27,true
M00982,Message #982,message,outbound,2025-08-14,true
T01574,Ticket #1574 - Training,ticket,in_progress,2025-11-13,low
T01820,Ticket #1820 - Performance,ticket,closed,2025-08-13,medium
M00211,Message #211,message,outbound,2026-03-08,true
T02163,Ticket #2163 - Onboarding,ticket,closed,2026-03-07,medium
T00910,Ticket #910 - Integration,ticket,open,2026-01-17,critical
T02363,Ticket #2363 - Onboarding,ticket,resolved,2025-04-12,medium
T01823,Ticket #1823 - Training,ticket,resolved,2026-01-26,low
T01588,Ticket #1588 - Integration,ticket,resolved,2025-12-30,critical
T00845,Ticket #845 - Performance,ticket,in_progress,2025-10-09,critical
M00299,Message #299,message,internal_note,2026-02-01,true
T02797,Ticket #2797 - Training,ticket,closed,2025-03-26,medium
T01755,Ticket #1755 - Training,ticket,pending,2025-10-22,low
T00927,Ticket #927 - Training,ticket,resolved,2025-06-23,medium
M00586,Message #586,message,internal_note,2025-11-13,true
T02074,Ticket #2074 - Training,ticket,closed,2025-05-21,medium
T03251,Ticket #3251 - Security,ticket,pending,2025-04-22,low
T00313,Ticket #313 - Feature Request,ticket,pending,2025-04-03,high
M00368,Message #368,message,inbound,2026-02-28,true
M01129,Message #1129,message,internal_note,2025-08-29,true
T00143,Ticket #143 - Integration,ticket,in_progress,2025-08-14,high
T00107,Ticket #107 - Onboarding,ticket,pending,2025-08-31,critical
M00770,Message #770,message,inbound,2025-08-19,true
T01542,Ticket #1542 - Integration,ticket,open,2026-03-07,low
T00508,Ticket #508 - Documentation,ticket,pending,2026-02-11,low
M00557,Message #557,message,internal_note,2025-07-09,true
M00003,Message #3,message,inbound,2026-01-12,true
M01068,Message #1068,message,inbound,2025-07-10,true
T02935,Ticket #2935 - Billing,ticket,in_progress,2025-07-28,high
M01025,Message #1025,message,inbound,2025-10-01,true
T00126,Ticket #126 - Performance,ticket,closed,2025-11-28,medium
T01874,Ticket #1874 - Onboarding,ticket,in_progress,2026-02-14,low
T00863,Ticket #863 - Bug,ticket,closed,2025-11-16,medium
T01714,Ticket #1714 - Performance,ticket,resolved,2025-10-19,high
T02762,Ticket #2762 - Bug,ticket,open,2025-05-24,high
M00849,Message #849,message,internal_note,2026-01-20,true
T01811,Ticket #1811 - Feature Request,ticket,resolved,2025-11-29,high
T01068,Ticket #1068 - Performance,ticket,closed,2025-04-07,low
T02676,Ticket #2676 - Integration,ticket,resolved,2025-07-30,critical
T01291,Ticket #1291 - Documentation,ticket,pending,2025-11-15,medium
T00325,Ticket #325 - Billing,ticket,resolved,2025-06-26,low
T01619,Ticket #1619 - Billing,ticket,pending,2025-10-16,critical
T03311,Ticket #3311 - Training,ticket,pending,2025-06-01,high
T00586,Ticket #586 - Documentation,ticket,in_progress,2025-04-10,critical
M00660,Message #660,message,outbound,2026-01-28,true
T03244,Ticket #3244 - Performance,ticket,open,2025-10-16,critical
T01334,Ticket #1334 - Security,ticket,in_progress,2025-04-07,medium
T02957,Ticket #2957 - Support,ticket,resolved,2025-08-13,high
M00802,Message #802,message,outbound,2025-09-14,true
T01054,Ticket #1054 - Bug,ticket,in_progress,2025-08-03,medium
T03294,Ticket #3294 - Billing,ticket,in_progress,2026-03-04,high
T03032,Ticket #3032 - Billing,ticket,in_progress,2025-08-20,medium
M00046,Message #46,message,inbound,2025-09-28,true
T01685,Ticket #1685 - Bug,ticket,closed,2026-01-14,low
T02330,Ticket #2330 - Support,ticket,open,2025-09-06,low
T01996,Ticket #1996 - Performance,ticket,open,2025-06-13,high
M00399,Message #399,message,inbound,2025-07-24,true
T01164,Ticket #1164 - Performance,ticket,in_progress,2025-07-30,critical
M00287,Message #287,message,internal_note,2026-03-02,true
T00758,Ticket #758 - Performance,ticket,closed,2026-01-31,low
T03487,Ticket #3487 - Integration,ticket,in_progress,2025-06-16,low
T02597,Ticket #2597 - Feature Request,ticket,pending,2025-07-21,low
M00585,Message #585,message,outbound,2025-04-21,true
T03472,Ticket #3472 - Integration,ticket,pending,2025-11-15,low
T02952,Ticket #2952 - Documentation,ticket,open,2025-06-13,low
T00275,Ticket #275 - Feature Request,ticket,in_progress,2025-09-07,low
T03245,Ticket #3245 - Support,ticket,resolved,2025-06-08,medium
T00948,Ticket #948 - Security,ticket,in_progress,2026-02-11,low
T01231,Ticket #1231 - Billing,ticket,in_progress,2025-05-07,critical
T01912,Ticket #1912 - Training,ticket,closed,2025-10-17,low
M00922,Message #922,message,inbound,2026-01-18,true
T00814,Ticket #814 - Billing,ticket,pending,2025-03-23,low
M00130,Message #130,message,inbound,2025-04-19,true
T01776,Ticket #1776 - Security,ticket,in_progress,2025-10-09,low
T01131,Ticket #1131 - Security,ticket,pending,2025-05-28,high
T01600,Ticket #1600 - Security,ticket,pending,2025-06-26,critical
T02061,Ticket #2061 - Feature Request,ticket,resolved,2025-05-18,low
M00853,Message #853,message,inbound,2025-12-05,true
T00690,Ticket #690 - Security,ticket,resolved,2025-10-22,medium
M00150,Message #150,message,internal_note,2025-09-19,true
T00046,Ticket #46 - Feature Request,ticket,closed,2026-01-09,critical
T01388,Ticket #1388 - Security,ticket,resolved,2025-06-15,high
T03022,Ticket #3022 - Performance,ticket,resolved,2025-07-27,critical
TAG022,needs_review,tag,tag,,true
T00345,Ticket #345 - Feature Request,ticket,open,2025-10-13,critical
T02158,Ticket #2158 - Billing,ticket,open,2026-01-03,critical
M00294,Message #294,message,inbound,2025-05-26,true
T03337,Ticket #3337 - Training,ticket,closed,2025-09-25,critical
M00014,Message #14,message,internal_note,2025-08-15,true
M00806,Message #806,message,outbound,2025-09-07,true
U0089,Yann Gilles,user,agent,2024-11-14,true
T02974,Ticket #2974 - Performance,ticket,resolved,2025-07-30,high
C0003,NexGen #3,client,enterprise,2025-10-31,true
T02677,Ticket #2677 - Support,ticket,pending,2025-12-12,medium
M00642,Message #642,message,internal_note,2025-08-30,true
T00793,Ticket #793 - Documentation,ticket,pending,2025-08-12,high
T01733,Ticket #1733 - Integration,ticket,in_progress,2025-12-20,low
T01000,Ticket #1000 - Feature Request,ticket,pending,2025-04-27,low
T02406,Ticket #2406 - Onboarding,ticket,in_progress,2026-02-20,critical
T02831,Ticket #2831 - Integration,ticket,resolved,2025-08-05,medium
T02129,Ticket #2129 - Onboarding,ticket,closed,2026-01-19,low
T03447,Ticket #3447 - Performance,ticket,in_progress,2025-12-01,medium
T02086,Ticket #2086 - Training,ticket,in_progress,2025-09-20,high
T02267,Ticket #2267 - Billing,ticket,in_progress,2026-01-13,critical
T02753,Ticket #2753 - Training,ticket,pending,2026-03-09,low
M00549,Message #549,message,inbound,2025-12-03,true
T01189,Ticket #1189 - Bug,ticket,closed,2026-01-12,medium
T01044,Ticket #1044 - Support,ticket,resolved,2025-05-07,medium
T02738,Ticket #2738 - Security,ticket,resolved,2025-11-22,medium
M00137,Message #137,message,inbound,2025-07-28,true
T01848,Ticket #1848 - Training,ticket,in_progress,2025-11-22,low
T03388,Ticket #3388 - Support,ticket,pending,2025-12-17,critical
T00839,Ticket #839 - Security,ticket,open,2025-11-17,high
T00862,Ticket #862 - Security,ticket,closed,2025-12-16,critical
M00927,Message #927,message,outbound,2025-03-18,true
T01719,Ticket #1719 - Bug,ticket,open,2026-02-11,low
T01184,Ticket #1184 - Support,ticket,resolved,2026-01-21,medium
T01557,Ticket #1557 - Performance,ticket,pending,2025-09-20,critical
T01381,Ticket #1381 - Billing,ticket,in_progress,2026-01-10,high
M01060,Message #1060,message,outbound,2025-06-30,true
T02334,Ticket #2334 - Training,ticket,resolved,2025-12-24,critical
T01464,Ticket #1464 - Training,ticket,pending,2026-02-07,critical
T02182,Ticket #2182 - Feature Request,ticket,open,2025-06-03,medium
T02451,Ticket #2451 - Documentation,ticket,closed,2025-09-22,high
T02746,Ticket #2746 - Feature Request,ticket,closed,2026-01-11,low
T00594,Ticket #594 - Performance,ticket,open,2025-04-10,medium
T00202,Ticket #202 - Feature Request,ticket,resolved,2026-02-17,critical
T02155,Ticket #2155 - Onboarding,ticket,in_progress,2026-02-03,critical
T00007,Ticket #7 - Security,ticket,closed,2025-05-04,low
T02640,Ticket #2640 - Bug,ticket,resolved,2026-02-22,low
M00375,Message #375,message,internal_note,2025-09-30,true
T02149,Ticket #2149 - Documentation,ticket,resolved,2025-12-04,critical
T00787,Ticket #787 - Documentation,ticket,resolved,2025-06-01,high
T00673,Ticket #673 - Onboarding,ticket,pending,2026-01-25,critical
M00733,Message #733,message,outbound,2025-08-22,true
T03351,Ticket #3351 - Bug,ticket,resolved,2025-03-23,critical
T01477,Ticket #1477 - Billing,ticket,resolved,2025-08-18,critical
U0053,Iris Dupont,user,agent,2025-05-29,false
C0027,Nova #27,client,pro,2024-04-26,false
T02735,Ticket #2735 - Integration,ticket,closed,2025-10-25,low
T00920,Ticket #920 - Billing,ticket,resolved,2026-01-15,high
M00518,Message #518,message,outbound,2025-09-08,true
M01097,Message #1097,message,inbound,2026-01-23,true
T02050,Ticket #2050 - Security,ticket,in_progress,2026-02-16,medium
T00854,Ticket #854 - Performance,ticket,open,2026-02-19,medium
T00717,Ticket #717 - Documentation,ticket,open,2025-08-27,high
T01531,Ticket #1531 - Onboarding,ticket,open,2025-07-20,medium
T01528,Ticket #1528 - Billing,ticket,resolved,2025-04-10,low
M00010,Message #10,message,internal_note,2025-03-19,true
T01947,Ticket #1947 - Feature Request,ticket,open,2025-06-08,high
M00018,Message #18,message,outbound,2026-01-01,true
T00545,Ticket #545 - Support,ticket,pending,2025-04-07,medium
M00987,Message #987,message,internal_note,2025-08-31,true
T01550,Ticket #1550 - Documentation,ticket,closed,2025-12-02,low
T02124,Ticket #2124 - Integration,ticket,resolved,2025-08-01,critical
M00528,Message #528,message,outbound,2025-09-25,true
T01638,Ticket #1638 - Support,ticket,open,2026-01-27,critical
T00911,Ticket #911 - Performance,ticket,open,2025-05-29,low
T00438,Ticket #438 - Documentation,ticket,closed,2025-04-10,high
M01014,Message #1014,message,internal_note,2025-04-06,true
T00633,Ticket #633 - Feature Request,ticket,in_progress,2025-08-26,high
T00935,Ticket #935 - Training,ticket,pending,2025-03-24,high
T02290,Ticket #2290 - Training,ticket,open,2025-09-13,critical
M00154,Message #154,message,internal_note,2025-05-31,true
T03045,Ticket #3045 - Documentation,ticket,open,2025-10-07,high
M00308,Message #308,message,outbound,2025-04-19,true
T00409,Ticket #409 - Billing,ticket,in_progress,2025-04-17,critical
T03312,Ticket #3312 - Feature Request,ticket,closed,2026-02-06,medium
M00028,Message #28,message,inbound,2025-03-20,true
T02822,Ticket #2822 - Performance,ticket,open,2026-01-07,high
T00916,Ticket #916 - Security,ticket,resolved,2026-01-11,low
M00606,Message #606,message,internal_note,2025-07-06,true
T01847,Ticket #1847 - Onboarding,ticket,closed,2025-12-14,high
M00671,Message #671,message,inbound,2025-11-08,true
T01473,Ticket #1473 - Security,ticket,open,2025-12-26,medium
T02994,Ticket #2994 - Onboarding,ticket,open,2025-03-14,low
T00116,Ticket #116 - Support,ticket,resolved,2025-07-06,low
T02344,Ticket #2344 - Onboarding,ticket,in_progress,2026-01-05,low
T03134,Ticket #3134 - Feature Request,ticket,closed,2026-01-25,medium
T01413,Ticket #1413 - Billing,ticket,pending,2025-09-25,critical
M00878,Message #878,message,outbound,2026-02-19,true
T01035,Ticket #1035 - Performance,ticket,pending,2026-01-11,critical
M00357,Message #357,message,internal_note,2025-12-21,true
T02975,Ticket #2975 - Integration,ticket,closed,2025-12-07,low
T02319,Ticket #2319 - Bug,ticket,pending,2025-12-22,medium
T03445,Ticket #3445 - Billing,ticket,pending,2025-10-04,critical
T01253,Ticket #1253 - Security,ticket,in_progress,2025-03-18,medium
M00791,Message #791,message,inbound,2025-05-08,true
T02937,Ticket #2937 - Onboarding,ticket,pending,2026-03-02,high
M00883,Message #883,message,internal_note,2025-04-21,true
T02613,Ticket #2613 - Training,ticket,in_progress,2025-12-26,high
T01452,Ticket #1452 - Support,ticket,in_progress,2025-10-24,critical
T00933,Ticket #933 - Training,ticket,in_progress,2025-10-08,high
T02983,Ticket #2983 - Performance,ticket,in_progress,2025-10-19,high
T02180,Ticket #2180 - Bug,ticket,pending,2026-01-11,medium
T01101,Ticket #1101 - Training,ticket,pending,2025-12-07,medium
T01504,Ticket #1504 - Support,ticket,in_progress,2025-04-15,low
T01663,Ticket #1663 - Onboarding,ticket,closed,2025-05-17,low
T01107,Ticket #1107 - Integration,ticket,pending,2025-04-27,high
U0057,Nina Gilles,user,admin,2026-01-09,true
M00960,Message #960,message,inbound,2025-06-15,true
M00563,Message #563,message,outbound,2025-04-21,true
M00080,Message #80,message,internal_note,2025-07-22,true
T01830,Ticket #1830 - Onboarding,ticket,resolved,2025-04-01,high
M00470,Message #470,message,inbound,2025-08-01,true
M01047,Message #1047,message,internal_note,2025-09-19,true
T02021,Ticket #2021 - Onboarding,ticket,open,2025-08-20,low
T02644,Ticket #2644 - Training,ticket,resolved,2026-02-12,critical
T00167,Ticket #167 - Integration,ticket,in_progress,2025-05-05,critical
T00923,Ticket #923 - Security,ticket,open,2025-08-10,low
T00759,Ticket #759 - Security,ticket,in_progress,2025-04-30,critical
T03484,Ticket #3484 - Training,ticket,open,2026-01-09,medium
T02620,Ticket #2620 - Training,ticket,resolved,2025-11-20,high
T00772,Ticket #772 - Billing,ticket,pending,2025-08-27,high
T00254,Ticket #254 - Onboarding,ticket,open,2025-04-16,critical
T03174,Ticket #3174 - Integration,ticket,closed,2025-09-15,low
M00089,Message #89,message,internal_note,2026-02-11,true
T01168,Ticket #1168 - Onboarding,ticket,in_progress,2025-10-24,critical
M00880,Message #880,message,outbound,2025-11-01,true
M01053,Message #1053,message,internal_note,2025-09-17,true
M00720,Message #720,message,internal_note,2025-03-30,true
T01656,Ticket #1656 - Bug,ticket,open,2025-12-22,high
T03043,Ticket #3043 - Feature Request,ticket,in_progress,2025-08-22,medium
M00568,Message #568,message,inbound,2025-05-08,true
M00808,Message #808,message,internal_note,2025-11-01,true
M00814,Message #814,message,outbound,2025-06-24,true
T02915,Ticket #2915 - Bug,ticket,pending,2025-04-26,critical
T03391,Ticket #3391 - Performance,ticket,open,2025-07-26,medium
T01692,Ticket #1692 - Security,ticket,closed,2025-06-27,medium
T02196,Ticket #2196 - Support,ticket,open,2025-04-04,medium
T03264,Ticket #3264 - Documentation,ticket,in_progress,2025-12-02,medium
T00408,Ticket #408 - Security,ticket,pending,2025-05-24,medium
T03357,Ticket #3357 - Billing,ticket,in_progress,2025-10-08,medium
T02939,Ticket #2939 - Security,ticket,open,2026-01-30,critical
T03347,Ticket #3347 - Performance,ticket,resolved,2025-09-25,medium
T03253,Ticket #3253 - Support,ticket,resolved,2025-06-30,critical
T01226,Ticket #1226 - Documentation,ticket,closed,2025-05-23,medium
T01325,Ticket #1325 - Feature Request,ticket,in_progress,2026-01-12,medium
T00247,Ticket #247 - Integration,ticket,open,2025-08-12,high
T03225,Ticket #3225 - Onboarding,ticket,in_progress,2025-04-01,low
M00177,Message #177,message,outbound,2026-02-26,true
T00476,Ticket #476 - Bug,ticket,pending,2025-05-31,critical
T02428,Ticket #2428 - Support,ticket,open,2025-03-28,high
T02138,Ticket #2138 - Support,ticket,in_progress,2025-05-14,critical
M00181,Message #181,message,outbound,2025-10-05,true
M00931,Message #931,message,internal_note,2025-06-05,true
M00701,Message #701,message,outbound,2025-10-25,true
M00711,Message #711,message,outbound,2025-05-06,true
T00985,Ticket #985 - Integration,ticket,resolved,2025-08-20,low
T01780,Ticket #1780 - Integration,ticket,open,2025-11-09,low
T01536,Ticket #1536 - Security,ticket,closed,2026-02-15,medium
C0001,TechVision #1,client,enterprise,2025-04-28,false
M00917,Message #917,message,inbound,2025-11-16,true
T00809,Ticket #809 - Security,ticket,closed,2025-10-21,high
T00258,Ticket #258 - Feature Request,ticket,closed,2025-07-23,high
M00331,Message #331,message,internal_note,2025-08-18,true
T00019,Ticket #19 - Support,ticket,open,2025-10-19,critical
T01547,Ticket #1547 - Billing,ticket,in_progress,2025-03-21,low
T00657,Ticket #657 - Billing,ticket,pending,2026-01-05,high
T00025,Ticket #25 - Feature Request,ticket,closed,2025-08-14,critical
T00415,Ticket #415 - Onboarding,ticket,pending,2025-03-21,medium
T01351,Ticket #1351 - Integration,ticket,in_progress,2025-09-07,low
T03293,Ticket #3293 - Bug,ticket,closed,2025-05-16,high
T01923,Ticket #1923 - Bug,ticket,resolved,2025-07-19,low
T00598,Ticket #598 - Training,ticket,resolved,2025-12-16,medium
T02748,Ticket #2748 - Feature Request,ticket,in_progress,2026-01-18,high
T03401,Ticket #3401 - Performance,ticket,resolved,2026-01-18,high
T01810,Ticket #1810 - Bug,ticket,open,2025-05-29,medium
T02416,Ticket #2416 - Performance,ticket,closed,2025-06-09,high
M00446,Message #446,message,outbound,2026-01-27,true
M00435,Message #435,message,outbound,2026-02-20,true
